run_0
338
99
1095
882
342
962
1079
1053
372
894
507
989
1024
928
902
908
1023
915
979
941
901
1115
1104
1016
1029
951
933
912
1040
1034
1100
930
967
921
1120
1088
1038
905
1149
1074
900
1067
993
1124
569
974
1027
1043
689
568
1014
919
992
940
946
1131
1064
673
1022
582
975
391
787
899
792
1135
1047
1129
793
1123
1093
1118
527
1057
935
970
1085
546
977
914
1032
985
917
948
976
1094
675
1099
1082
927
1003
1063
1097
1021
999
1008
791
971
916
1028
1109
920
715
714
