run_0
1419
1698
522
883
1634
589
540
985
170
1472
1301
310
312
1479
1684
1477
853
229
826
323
734
733
860
1433
859
801
526
1603
1483
1529
1440
419
802
418
732
593
566
555
1601
146
322
309
1696
619
861
193
417
1412
1562
1602
437
422
1720
200
881
433
1709
1428
966
568
1631
1460
528
225
1413
1688
198
1427
731
963
424
1722
1636
1725
1348
539
1687
480
