run_0
672
236
327
34
74
788
1218
5
747
235
1124
191
748
417
999
853
342
823
6
1169
207
598
662
7
56
895
120
1193
72
1328
485
64
1225
1227
15
1203
878
431
62
597
794
1161
51
448
802
299
146
416
581
1052
875
876
1131
251
86
845
234
298
841
85
818
309
