run_0
1112
971
736
1322
1093
271
1090
920
783
1483
73
1344
1031
247
242
1594
243
133
1030
642
1639
1028
683
71
838
1624
72
173
281
376
1415
344
925
364
685
1323
794
942
544
1619
1620
345
1051
1294
288
1168
323
966
545
1504
34
464
641
1652
932
1525
1627
938
382
648
261
43
