Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.01,0.961,0.013,0.047,0.999,0.318,0.98,0.341,0.961,0.241
RR,0.165,0.972,0.189,0.041,0.994,0.329,0.926,0.359,0.871,0.256
BRR,0.013,0.962,0.016,0.052,0.999,0.333,0.98,0.361,0.961,0.257
lSVR,0.385,1.016,0.262,0.022,0.727,0.022,0.711,0.062,0.609,0.051
SVR,0.341,1.013,0.281,0.055,0.793,0.212,0.884,0.31,0.772,0.224
RFR,0.182,0.975,0.072,0.042,0.992,0.341,0.95,0.387,0.872,0.273
KRR,0.019,0.986,0.014,0.041,0.999,0.241,0.98,0.283,0.961,0.208
GPR,0.01,1.013,0.013,0.003,0.999,0.015,0.98,0.111,0.961,0.078
XGB,0.266,1.158,0.28,0.112,0.991,0.172,0.975,0.143,0.94,0.105
