Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.912,0.0,0.073,1.0,0.424,1.0,0.458,1.0,0.318
RR,0.163,0.924,0.233,0.065,0.99,0.435,0.993,0.477,0.973,0.333
BRR,0.0,0.915,0.0,0.073,1.0,0.427,1.0,0.463,1.0,0.322
lSVR,0.278,0.924,0.256,0.075,0.946,0.426,0.925,0.457,0.867,0.314
SVR,0.198,0.938,0.179,0.089,0.947,0.407,0.935,0.455,0.884,0.312
RFR,0.383,0.925,0.11,0.057,0.984,0.393,0.961,0.435,0.893,0.296
KRR,0.048,0.941,0.075,0.057,0.997,0.37,0.998,0.435,0.991,0.296
GPR,0.0,0.982,0.0,0.048,1.0,0.226,1.0,0.352,1.0,0.232
XGB,0.602,0.985,0.476,0.075,0.969,0.216,0.982,0.219,0.949,0.151
