Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.899,0.0,0.089,1.0,0.479,0.999,0.516,0.998,0.35
RR,0.0,0.901,0.0,0.087,1.0,0.48,0.999,0.516,0.998,0.351
BRR,0.0,0.901,0.0,0.087,1.0,0.48,0.999,0.516,0.998,0.351
lSVR,0.224,0.901,0.29,0.062,0.945,0.481,0.976,0.514,0.944,0.343
SVR,0.087,0.941,0.173,0.083,0.987,0.452,0.995,0.492,0.98,0.333
RFR,0.334,0.879,0.05,0.075,0.976,0.431,0.951,0.449,0.864,0.302
KRR,0.004,0.908,0.004,0.077,1.0,0.459,0.999,0.502,0.998,0.34
GPR,0.0,0.976,0.0,0.043,1.0,0.275,1.0,0.456,1.0,0.299
XGB,0.187,0.972,0.213,0.138,0.996,0.464,0.994,0.44,0.982,0.309
