Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.869,0.0,0.061,1.0,0.482,1.0,0.535,1.0,0.369
RR,0.206,0.87,0.412,0.057,0.997,0.496,0.993,0.53,0.982,0.364
BRR,0.0,0.869,0.0,0.055,1.0,0.493,1.0,0.538,1.0,0.371
lSVR,0.284,0.868,0.567,0.069,0.938,0.397,0.929,0.441,0.881,0.303
SVR,0.401,0.9,0.465,0.083,0.856,0.434,0.937,0.472,0.876,0.32
RFR,0.404,0.859,0.15,0.052,0.98,0.501,0.942,0.524,0.858,0.359
KRR,0.002,0.903,0.003,0.055,1.0,0.415,1.0,0.442,1.0,0.299
GPR,0.0,0.999,0.0,0.034,1.0,0.138,1.0,0.311,1.0,0.201
XGB,0.654,0.921,0.452,0.08,0.975,0.429,0.978,0.501,0.945,0.38
