Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.009,2709152708.198,0.011,5418305414.479,0.999,0.316,0.978,0.369,0.957,0.253
RR,0.165,0.968,0.188,0.04,0.994,0.341,0.926,0.372,0.867,0.265
BRR,0.013,0.96,0.016,0.047,0.999,0.345,0.981,0.374,0.957,0.265
lSVR,0.385,1.016,0.262,0.023,0.726,0.012,0.712,0.039,0.615,0.036
SVR,0.342,1.013,0.281,0.058,0.793,0.217,0.881,0.321,0.768,0.233
RFR,0.172,1.021,0.057,0.043,0.991,0.348,0.955,0.365,0.886,0.257
KRR,0.018,0.985,0.013,0.042,0.999,0.241,0.983,0.278,0.966,0.203
GPR,0.004,1.013,0.008,0.003,1.0,0.013,0.986,0.174,0.977,0.125
XGB,0.207,1.121,0.128,0.082,0.987,0.192,0.978,0.205,0.951,0.15
