Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.897,0.0,0.103,1.0,0.489,0.999,0.524,0.998,0.356
RR,0.0,0.903,0.0,0.099,1.0,0.483,0.999,0.521,0.998,0.355
BRR,0.0,0.903,0.0,0.099,1.0,0.483,0.999,0.521,0.998,0.355
lSVR,0.0,0.873,0.0,0.068,1.0,0.474,0.999,0.518,0.998,0.353
SVR,0.05,0.935,0.1,0.081,0.997,0.433,0.999,0.477,0.998,0.319
RFR,0.29,0.881,0.035,0.047,0.982,0.462,0.978,0.504,0.918,0.34
KRR,0.007,0.916,0.002,0.085,1.0,0.449,0.997,0.497,0.989,0.335
GPR,0.0,0.96,0.0,0.065,1.0,0.29,1.0,0.472,1.0,0.313
XGB,0.414,0.993,0.258,0.111,0.989,0.447,0.981,0.45,0.951,0.339
