Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.004,1.041,0.008,0.144,1.0,0.243,0.985,0.253,0.975,0.176
RR,0.14,0.982,0.191,0.049,0.995,0.309,0.951,0.34,0.894,0.239
BRR,0.013,0.978,0.016,0.055,0.999,0.319,0.984,0.342,0.96,0.24
lSVR,0.381,1.021,0.266,0.026,0.731,-0.004,0.729,0.009,0.633,0.013
SVR,0.365,1.05,0.263,0.055,0.785,0.185,0.889,0.246,0.787,0.172
RFR,0.177,1.037,0.071,0.048,0.991,0.226,0.953,0.225,0.877,0.158
KRR,0.028,1.0,0.044,0.043,0.999,0.195,0.983,0.131,0.966,0.099
GPR,0.004,1.013,0.008,0.002,1.0,0.049,0.986,0.106,0.977,0.075
XGB,0.263,1.065,0.077,0.093,0.972,0.278,0.964,0.339,0.921,0.263
