Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.004,1.057,0.008,0.164,1.0,0.245,0.986,0.228,0.977,0.159
RR,0.197,1.001,0.142,0.059,0.976,0.247,0.936,0.221,0.832,0.153
BRR,0.013,0.993,0.016,0.081,0.999,0.282,0.981,0.264,0.957,0.183
lSVR,0.413,1.024,0.251,0.015,0.788,0.055,0.684,0.072,0.58,0.055
SVR,0.334,1.073,0.3,0.141,0.789,0.135,0.895,0.177,0.804,0.123
RFR,0.189,1.002,0.072,0.041,0.99,0.223,0.927,0.201,0.841,0.138
KRR,0.005,1.016,0.008,0.03,1.0,0.125,0.981,-0.021,0.969,-0.017
GPR,0.004,1.015,0.008,0.004,1.0,0.033,0.985,0.049,0.975,0.035
XGB,0.356,1.059,0.245,0.121,0.971,0.344,0.967,0.389,0.93,0.299
