Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.011,287664300373.218,0.014,575328600744.495,0.999,0.215,0.978,0.22,0.957,0.154
RR,0.202,1.003,0.146,0.059,0.974,0.247,0.926,0.205,0.823,0.143
BRR,0.013,0.995,0.016,0.088,0.999,0.28,0.981,0.244,0.957,0.171
lSVR,0.413,1.021,0.251,0.011,0.783,0.069,0.678,0.087,0.571,0.065
SVR,0.334,1.082,0.3,0.162,0.784,0.142,0.891,0.185,0.795,0.128
RFR,0.193,1.007,0.079,0.049,0.99,0.199,0.947,0.181,0.877,0.13
KRR,0.009,1.007,0.011,0.018,0.999,0.145,0.978,0.048,0.96,0.032
GPR,0.004,1.011,0.008,0.004,1.0,0.034,0.985,0.143,0.975,0.104
XGB,0.348,1.057,0.25,0.115,0.972,0.349,0.966,0.389,0.928,0.303
