Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.902,0.0,0.104,1.0,0.487,0.999,0.518,0.998,0.351
RR,0.0,0.907,0.0,0.101,1.0,0.482,0.999,0.515,0.998,0.35
BRR,0.0,0.907,0.0,0.101,1.0,0.482,0.999,0.515,0.998,0.35
lSVR,0.119,0.848,0.146,0.04,0.962,0.487,0.975,0.532,0.944,0.361
SVR,0.051,0.937,0.102,0.082,0.996,0.435,0.999,0.475,0.998,0.318
RFR,0.284,0.859,0.031,0.023,0.982,0.477,0.968,0.518,0.909,0.353
KRR,0.005,0.919,0.003,0.087,1.0,0.45,0.997,0.495,0.989,0.331
GPR,0.0,0.958,0.0,0.065,1.0,0.298,1.0,0.471,1.0,0.312
XGB,0.46,0.952,0.192,0.048,0.988,0.447,0.98,0.473,0.946,0.363
