Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.907,0.0,0.095,1.0,0.476,0.999,0.519,0.998,0.355
RR,0.005,0.911,0.01,0.095,1.0,0.48,0.999,0.519,0.998,0.355
BRR,0.0,0.911,0.0,0.095,1.0,0.48,0.999,0.518,0.998,0.355
lSVR,0.181,0.893,0.221,0.044,0.94,0.463,0.957,0.514,0.908,0.349
SVR,0.176,0.913,0.174,0.069,0.96,0.479,0.956,0.527,0.908,0.359
RFR,0.316,0.867,0.064,0.087,0.978,0.461,0.968,0.471,0.9,0.32
KRR,0.006,0.935,0.005,0.084,1.0,0.429,0.999,0.496,0.998,0.335
GPR,0.0,0.978,0.0,0.046,1.0,0.28,1.0,0.457,1.0,0.299
XGB,0.264,0.946,0.222,0.075,0.994,0.46,0.993,0.467,0.977,0.344
