Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.666,0.0,0.04,1.0,0.533,0.998,0.553,0.993,0.385
RR,0.017,0.706,0.024,0.038,1.0,0.513,0.998,0.509,0.993,0.35
BRR,0.0,0.707,0.0,0.039,1.0,0.512,0.998,0.509,0.993,0.35
lSVR,0.054,0.652,0.073,0.03,0.992,0.541,0.984,0.567,0.949,0.396
SVR,0.081,0.709,0.128,0.081,0.978,0.534,0.974,0.542,0.94,0.374
RFR,0.2,0.668,0.048,0.039,0.985,0.583,0.969,0.594,0.912,0.415
KRR,0.017,0.695,0.016,0.035,1.0,0.525,0.998,0.525,0.993,0.362
GPR,0.0,0.673,0.0,0.03,1.0,0.563,0.998,0.572,0.993,0.399
XGB,0.056,0.79,0.095,0.03,0.999,0.364,0.998,0.348,0.993,0.254
