Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.645,0.0,0.022,1.0,0.561,0.998,0.578,0.993,0.406
RR,0.0,0.68,0.0,0.037,1.0,0.554,0.998,0.553,0.993,0.383
BRR,0.0,0.68,0.0,0.037,1.0,0.554,0.998,0.553,0.993,0.383
lSVR,0.059,0.639,0.118,0.012,0.985,0.578,0.986,0.608,0.958,0.427
SVR,0.079,0.702,0.109,0.03,0.986,0.535,0.986,0.523,0.958,0.358
RFR,0.205,0.683,0.048,0.026,0.986,0.539,0.974,0.553,0.93,0.385
KRR,0.007,0.675,0.001,0.034,1.0,0.559,0.998,0.563,0.993,0.391
GPR,0.0,0.674,0.0,0.013,1.0,0.582,0.998,0.606,0.993,0.426
XGB,0.049,0.78,0.097,0.064,0.999,0.372,0.998,0.376,0.993,0.268
