Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.608,0.0,0.028,1.0,0.619,0.998,0.636,0.993,0.457
RR,0.086,0.625,0.172,0.047,0.992,0.624,0.971,0.643,0.948,0.461
BRR,0.0,0.607,0.0,0.026,1.0,0.623,0.998,0.635,0.993,0.456
lSVR,0.682,0.752,0.379,0.08,0.89,0.528,0.888,0.515,0.796,0.354
SVR,0.362,0.705,0.374,0.116,0.872,0.535,0.926,0.536,0.858,0.374
RFR,0.351,0.666,0.064,0.049,0.975,0.554,0.961,0.545,0.886,0.383
KRR,0.0,0.676,0.0,0.031,1.0,0.593,0.998,0.625,0.993,0.446
GPR,0.0,0.8,0.0,0.001,1.0,0.018,0.999,0.457,0.996,0.315
XGB,0.434,0.71,0.229,0.071,0.981,0.386,0.988,0.451,0.963,0.338
