Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.666,0.0,0.043,1.0,0.538,0.998,0.558,0.993,0.389
RR,0.015,0.699,0.025,0.037,1.0,0.521,0.998,0.518,0.993,0.357
BRR,0.0,0.7,0.0,0.038,1.0,0.521,0.998,0.518,0.993,0.357
lSVR,0.059,0.65,0.079,0.03,0.991,0.545,0.984,0.57,0.949,0.398
SVR,0.108,0.708,0.115,0.072,0.98,0.478,0.978,0.505,0.94,0.349
RFR,0.192,0.649,0.04,0.025,0.987,0.594,0.984,0.609,0.948,0.425
KRR,0.018,0.69,0.017,0.034,1.0,0.531,0.998,0.532,0.993,0.368
GPR,0.0,0.669,0.0,0.03,1.0,0.566,0.998,0.574,0.993,0.401
XGB,0.056,0.79,0.095,0.03,0.999,0.364,0.998,0.352,0.993,0.257
