Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.625,0.0,0.026,1.0,0.58,1.0,0.588,1.0,0.412
RR,0.142,0.636,0.249,0.022,0.983,0.584,0.964,0.591,0.92,0.413
BRR,0.0,0.631,0.0,0.03,1.0,0.577,1.0,0.584,1.0,0.408
lSVR,0.188,0.664,0.377,0.071,0.907,0.558,0.942,0.543,0.902,0.374
SVR,0.199,0.676,0.36,0.063,0.938,0.569,0.893,0.566,0.849,0.394
RFR,0.27,0.634,0.094,0.023,0.981,0.556,0.944,0.542,0.867,0.374
KRR,0.003,0.632,0.005,0.04,1.0,0.579,1.0,0.577,1.0,0.404
GPR,0.0,0.691,0.0,0.091,1.0,0.366,1.0,0.462,1.0,0.32
XGB,0.427,0.717,0.202,0.055,0.984,0.423,0.98,0.45,0.947,0.339
