Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.653,0.0,0.039,1.0,0.573,0.998,0.576,0.993,0.402
RR,0.0,0.659,0.0,0.035,1.0,0.582,0.998,0.584,0.993,0.409
BRR,0.0,0.659,0.0,0.035,1.0,0.582,0.998,0.584,0.993,0.409
lSVR,0.0,0.632,0.0,0.017,1.0,0.585,0.998,0.604,0.993,0.425
SVR,0.056,0.661,0.112,0.031,0.987,0.578,0.986,0.573,0.958,0.398
RFR,0.205,0.676,0.051,0.04,0.986,0.545,0.976,0.562,0.922,0.394
KRR,0.004,0.661,0.004,0.029,1.0,0.58,0.998,0.59,0.993,0.414
GPR,0.0,0.658,0.0,0.011,1.0,0.59,0.998,0.614,0.993,0.434
XGB,0.178,0.78,0.233,0.056,0.995,0.371,0.989,0.356,0.972,0.27
