Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.612,0.0,0.024,1.0,0.603,0.998,0.608,0.993,0.434
RR,0.089,0.624,0.165,0.042,0.989,0.607,0.988,0.604,0.966,0.43
BRR,0.0,0.612,0.0,0.023,1.0,0.604,0.998,0.607,0.993,0.434
lSVR,0.681,0.752,0.379,0.079,0.886,0.524,0.889,0.517,0.787,0.357
SVR,0.39,0.726,0.343,0.093,0.835,0.535,0.905,0.502,0.805,0.347
RFR,0.355,0.705,0.08,0.057,0.969,0.464,0.964,0.486,0.895,0.334
KRR,0.0,0.68,0.0,0.025,1.0,0.588,0.998,0.612,0.993,0.436
GPR,0.0,0.8,0.0,0.001,1.0,0.02,1.0,0.411,1.0,0.283
XGB,0.582,0.769,0.178,0.047,0.973,0.351,0.982,0.414,0.942,0.32
