Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.626,0.0,0.03,1.0,0.576,1.0,0.583,1.0,0.407
RR,0.141,0.639,0.244,0.03,0.983,0.58,0.968,0.584,0.929,0.408
BRR,0.0,0.632,0.0,0.033,1.0,0.574,1.0,0.581,1.0,0.406
lSVR,0.188,0.666,0.377,0.072,0.904,0.551,0.93,0.535,0.893,0.368
SVR,0.199,0.678,0.358,0.064,0.934,0.559,0.898,0.553,0.858,0.383
RFR,0.274,0.65,0.106,0.042,0.982,0.527,0.954,0.491,0.884,0.335
KRR,0.001,0.636,0.001,0.042,1.0,0.572,1.0,0.571,1.0,0.399
GPR,0.0,0.725,0.0,0.095,1.0,0.254,1.0,0.452,1.0,0.312
XGB,0.427,0.738,0.202,0.068,0.984,0.358,0.98,0.378,0.947,0.282
