Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.615,0.0,0.041,1.0,0.568,0.998,0.582,0.993,0.415
RR,0.05,0.617,0.063,0.036,0.999,0.57,0.986,0.583,0.957,0.416
BRR,0.0,0.618,0.0,0.04,1.0,0.565,0.998,0.579,0.993,0.413
lSVR,0.872,0.793,0.14,0.012,0.7,0.471,0.742,0.467,0.546,0.315
SVR,0.22,0.764,0.385,0.228,0.956,0.505,0.964,0.519,0.93,0.366
RFR,0.333,0.667,0.054,0.042,0.971,0.526,0.942,0.52,0.859,0.364
KRR,0.0,0.657,0.0,0.061,1.0,0.571,0.998,0.606,0.993,0.431
GPR,0.0,0.8,0.0,0.001,1.0,0.008,1.0,0.394,1.0,0.267
XGB,0.564,0.773,0.136,0.033,0.969,0.232,0.975,0.268,0.934,0.205
