Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.615,0.0,0.029,1.0,0.607,0.998,0.618,0.993,0.444
RR,0.087,0.629,0.174,0.048,0.991,0.617,0.971,0.634,0.948,0.456
BRR,0.0,0.612,0.0,0.027,1.0,0.616,0.998,0.622,0.993,0.446
lSVR,0.683,0.754,0.379,0.077,0.888,0.514,0.882,0.499,0.787,0.342
SVR,0.361,0.706,0.374,0.115,0.868,0.528,0.911,0.53,0.84,0.37
RFR,0.338,0.679,0.046,0.054,0.976,0.523,0.953,0.531,0.886,0.372
KRR,0.0,0.677,0.0,0.029,1.0,0.586,0.998,0.617,0.993,0.44
GPR,0.0,0.8,0.0,0.001,1.0,0.022,1.0,0.452,1.0,0.312
XGB,0.434,0.709,0.229,0.07,0.982,0.396,0.987,0.442,0.961,0.329
