Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.613,0.0,0.046,1.0,0.574,0.998,0.59,0.993,0.421
RR,0.053,0.613,0.067,0.038,0.998,0.578,0.986,0.594,0.957,0.423
BRR,0.0,0.615,0.0,0.045,1.0,0.571,0.998,0.587,0.993,0.418
lSVR,0.69,0.746,0.385,0.077,0.753,0.523,0.801,0.53,0.644,0.367
SVR,0.244,0.781,0.374,0.202,0.954,0.491,0.962,0.522,0.921,0.368
RFR,0.336,0.667,0.05,0.028,0.977,0.535,0.963,0.552,0.886,0.388
KRR,0.0,0.662,0.0,0.062,1.0,0.582,0.998,0.616,0.993,0.438
GPR,0.0,0.8,0.0,0.001,1.0,0.027,1.0,0.444,1.0,0.302
XGB,0.565,0.757,0.136,0.026,0.969,0.345,0.978,0.431,0.939,0.334
