Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.621,0.0,0.031,1.0,0.587,1.0,0.558,1.0,0.388
RR,0.142,0.64,0.284,0.042,0.985,0.591,0.99,0.571,0.973,0.399
BRR,0.0,0.619,0.0,0.026,1.0,0.59,1.0,0.56,1.0,0.39
lSVR,0.314,0.689,0.397,0.093,0.911,0.572,0.874,0.548,0.804,0.377
SVR,0.149,0.656,0.298,0.061,0.963,0.565,0.898,0.51,0.867,0.351
RFR,0.28,0.64,0.113,0.022,0.981,0.576,0.959,0.537,0.884,0.373
KRR,0.001,0.645,0.003,0.03,1.0,0.586,1.0,0.572,1.0,0.399
GPR,0.0,0.741,0.0,0.059,1.0,0.369,1.0,0.509,1.0,0.351
XGB,0.492,0.724,0.279,0.052,0.981,0.491,0.978,0.505,0.945,0.391
