Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.627,0.0,0.044,1.0,0.583,1.0,0.565,1.0,0.392
RR,0.139,0.651,0.278,0.047,0.983,0.577,0.988,0.556,0.973,0.385
BRR,0.0,0.629,0.0,0.044,1.0,0.581,1.0,0.559,1.0,0.388
lSVR,0.188,0.661,0.377,0.074,0.934,0.557,0.927,0.522,0.884,0.357
SVR,0.202,0.693,0.364,0.065,0.954,0.556,0.922,0.538,0.876,0.371
RFR,0.288,0.685,0.089,0.056,0.981,0.494,0.961,0.457,0.893,0.312
KRR,0.001,0.659,0.002,0.036,1.0,0.566,1.0,0.553,1.0,0.382
GPR,0.0,0.692,0.0,0.065,1.0,0.466,1.0,0.471,1.0,0.323
XGB,0.639,0.749,0.18,0.055,0.976,0.394,0.976,0.409,0.936,0.32
