Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.36,0.0,0.101,1.0,0.713,0.559,0.425,0.484,0.342
RR,0.0,0.353,0.0,0.085,1.0,0.733,0.558,0.449,0.481,0.361
BRR,0.0,0.353,0.0,0.085,1.0,0.733,0.558,0.449,0.481,0.361
lSVR,0.166,0.4,0.115,0.04,0.999,0.649,0.558,0.359,0.481,0.288
SVR,0.233,0.353,0.164,0.032,0.999,0.62,0.558,0.474,0.481,0.381
RFR,0.165,0.321,0.07,0.039,0.997,0.767,0.591,0.448,0.536,0.374
KRR,0.001,0.351,0.002,0.056,1.0,0.699,0.558,0.459,0.481,0.369
GPR,0.0,0.447,0.0,0.112,1.0,0.607,0.558,0.453,0.481,0.364
XGB,0.26,0.43,0.516,0.087,1.0,0.334,0.999,0.286,0.994,0.277
