Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.433,0.0,0.055,1.0,0.742,0.558,0.479,0.481,0.386
RR,0.144,0.442,0.143,0.053,0.992,0.74,0.558,0.483,0.481,0.389
BRR,0.0,0.44,0.0,0.055,1.0,0.741,0.558,0.479,0.481,0.385
lSVR,0.177,0.44,0.174,0.047,0.92,0.642,0.558,0.461,0.481,0.37
SVR,0.233,0.368,0.164,0.003,0.915,0.684,0.558,0.474,0.481,0.382
RFR,0.172,0.361,0.078,0.05,0.995,0.781,0.577,0.469,0.516,0.386
KRR,0.0,0.375,0.001,0.042,1.0,0.774,0.558,0.486,0.481,0.392
GPR,0.0,0.478,0.0,0.094,1.0,0.569,0.563,0.485,0.493,0.39
XGB,0.26,0.43,0.516,0.087,1.0,0.334,0.999,0.286,0.994,0.277
