Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.62,0.0,0.215,1.0,0.805,0.96,0.465,0.924,0.378
RR,0.0,0.616,0.0,0.206,1.0,0.813,0.96,0.469,0.924,0.38
BRR,0.0,0.616,0.0,0.206,1.0,0.813,0.96,0.469,0.924,0.38
lSVR,0.016,0.427,0.031,0.056,0.999,0.686,0.957,0.389,0.915,0.313
SVR,0.011,0.648,0.022,0.228,0.999,0.79,0.957,0.462,0.915,0.374
RFR,0.335,0.498,0.106,0.153,0.987,0.847,0.904,0.443,0.811,0.36
KRR,0.004,0.588,0.002,0.158,1.0,0.817,0.957,0.465,0.915,0.377
GPR,0.0,0.541,0.0,0.137,1.0,0.667,0.972,0.46,0.948,0.372
XGB,0.094,0.918,0.129,0.261,0.999,0.568,0.999,0.482,0.994,0.448
