Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.496,0.0,0.114,1.0,0.88,0.96,0.465,0.924,0.377
RR,0.0,0.482,0.0,0.123,1.0,0.882,0.96,0.466,0.924,0.378
BRR,0.0,0.482,0.0,0.123,1.0,0.882,0.96,0.466,0.924,0.378
lSVR,0.0,0.373,0.0,0.027,1.0,0.8,0.96,0.383,0.924,0.308
SVR,0.0,0.499,0.0,0.126,1.0,0.87,0.96,0.465,0.924,0.377
RFR,0.295,0.559,0.072,0.118,0.992,0.86,0.929,0.453,0.848,0.365
KRR,0.006,0.493,0.003,0.103,1.0,0.871,0.957,0.462,0.915,0.374
GPR,0.0,0.489,0.0,0.105,1.0,0.715,0.972,0.473,0.948,0.382
XGB,0.087,0.888,0.133,0.246,0.999,0.651,0.999,0.528,0.994,0.489
