Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.403,0.0,0.089,1.0,0.75,0.558,0.473,0.482,0.38
RR,0.055,0.397,0.047,0.08,0.997,0.764,0.558,0.48,0.481,0.386
BRR,0.0,0.396,0.0,0.088,1.0,0.75,0.558,0.472,0.481,0.379
lSVR,0.155,0.391,0.107,0.045,1.0,0.743,0.558,0.461,0.481,0.37
SVR,0.233,0.367,0.164,0.004,0.998,0.678,0.558,0.481,0.481,0.387
RFR,0.166,0.334,0.071,0.034,0.995,0.803,0.6,0.475,0.545,0.396
KRR,0.001,0.362,0.002,0.054,1.0,0.743,0.558,0.48,0.481,0.385
GPR,0.0,0.461,0.0,0.086,1.0,0.655,0.558,0.474,0.481,0.38
XGB,0.26,0.43,0.516,0.087,1.0,0.334,0.999,0.286,0.994,0.277
