Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.308,0.0,0.025,1.0,0.903,0.889,0.474,0.82,0.385
RR,0.0,0.303,0.0,0.026,1.0,0.904,0.888,0.473,0.816,0.384
BRR,0.0,0.303,0.0,0.026,1.0,0.904,0.888,0.473,0.816,0.384
lSVR,0.0,0.33,0.0,0.023,1.0,0.883,0.888,0.444,0.816,0.36
SVR,0.11,0.344,0.218,0.073,0.995,0.893,0.888,0.471,0.816,0.382
RFR,0.229,0.437,0.038,0.053,0.996,0.869,0.857,0.447,0.773,0.363
KRR,0.007,0.299,0.001,0.025,1.0,0.904,0.888,0.473,0.816,0.384
GPR,0.0,0.288,0.0,0.016,1.0,0.894,0.888,0.481,0.816,0.39
XGB,0.181,0.51,0.148,0.088,0.998,0.641,0.981,0.525,0.968,0.494
