Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.345,0.0,0.087,1.0,0.715,0.56,0.42,0.487,0.338
RR,0.0,0.339,0.0,0.075,1.0,0.731,0.558,0.444,0.481,0.357
BRR,0.0,0.339,0.0,0.075,1.0,0.731,0.558,0.444,0.481,0.357
lSVR,0.171,0.405,0.118,0.041,0.994,0.588,0.558,0.287,0.481,0.231
SVR,0.233,0.351,0.164,0.035,1.0,0.614,0.559,0.466,0.485,0.376
RFR,0.151,0.327,0.072,0.047,0.998,0.748,0.622,0.43,0.574,0.359
KRR,0.001,0.342,0.002,0.049,1.0,0.688,0.558,0.448,0.481,0.36
GPR,0.0,0.442,0.0,0.121,1.0,0.551,0.558,0.448,0.481,0.359
XGB,0.26,0.43,0.516,0.087,1.0,0.334,0.999,0.286,0.994,0.277
