Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.539,0.0,0.165,1.0,0.874,0.96,0.474,0.926,0.384
RR,0.003,0.521,0.006,0.178,1.0,0.877,0.957,0.476,0.915,0.386
BRR,0.0,0.522,0.0,0.178,1.0,0.877,0.96,0.476,0.924,0.386
lSVR,0.022,0.387,0.044,0.042,0.998,0.764,0.955,0.369,0.905,0.296
SVR,0.001,0.519,0.001,0.153,1.0,0.868,0.96,0.474,0.924,0.384
RFR,0.329,0.566,0.071,0.108,0.99,0.884,0.912,0.457,0.811,0.37
KRR,0.016,0.531,0.023,0.137,1.0,0.86,0.95,0.469,0.896,0.38
GPR,0.0,0.508,0.0,0.129,1.0,0.706,0.972,0.474,0.948,0.383
XGB,0.105,0.88,0.124,0.24,0.999,0.651,0.999,0.547,0.994,0.511
