Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.581,0.0,0.174,1.0,0.809,0.96,0.462,0.924,0.375
RR,0.0,0.574,0.0,0.168,1.0,0.817,0.96,0.464,0.924,0.376
BRR,0.0,0.574,0.0,0.168,1.0,0.817,0.96,0.464,0.924,0.376
lSVR,0.016,0.42,0.031,0.049,0.999,0.696,0.96,0.393,0.924,0.316
SVR,0.012,0.602,0.022,0.18,0.999,0.798,0.957,0.461,0.915,0.374
RFR,0.312,0.496,0.058,0.09,0.99,0.832,0.907,0.442,0.801,0.359
KRR,0.005,0.532,0.001,0.15,1.0,0.82,0.957,0.462,0.915,0.374
GPR,0.0,0.531,0.0,0.114,1.0,0.668,0.972,0.461,0.948,0.372
XGB,0.094,0.918,0.13,0.261,0.999,0.568,0.999,0.482,0.994,0.448
