Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.489,0.0,0.088,1.0,0.267,0.999,0.245,0.998,0.166
RR,0.278,1.486,0.361,0.084,0.985,0.284,0.948,0.257,0.9,0.175
BRR,0.0,1.511,0.0,0.088,1.0,0.292,0.999,0.268,0.998,0.182
lSVR,0.728,1.499,0.614,0.026,0.773,0.245,0.775,0.206,0.633,0.139
SVR,0.377,1.527,0.505,0.082,0.902,0.243,0.947,0.227,0.9,0.154
RFR,0.462,1.492,0.149,0.054,0.977,0.163,0.948,0.135,0.856,0.092
KRR,0.001,1.497,0.002,0.052,1.0,0.267,0.999,0.237,0.998,0.16
GPR,0.0,1.497,0.0,0.03,1.0,0.13,1.0,0.184,1.0,0.122
XGB,1.037,1.507,0.332,0.008,0.976,0.177,0.97,0.191,0.925,0.148
