Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.462,0.0,0.06,1.0,0.285,0.999,0.245,0.998,0.166
RR,0.23,1.46,0.414,0.046,0.993,0.301,0.99,0.264,0.971,0.179
BRR,0.0,1.474,0.0,0.068,1.0,0.297,0.999,0.259,0.998,0.175
lSVR,0.649,1.483,0.667,0.035,0.866,0.27,0.87,0.226,0.766,0.152
SVR,0.224,1.474,0.393,0.064,0.967,0.302,0.953,0.272,0.927,0.184
RFR,0.453,1.493,0.146,0.062,0.982,0.188,0.961,0.161,0.891,0.109
KRR,0.001,1.483,0.003,0.016,1.0,0.259,0.999,0.233,0.998,0.157
GPR,0.0,1.5,0.0,0.027,1.0,0.137,0.999,0.223,0.998,0.149
XGB,0.831,1.519,0.335,0.047,0.982,0.137,0.978,0.137,0.942,0.107
