Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.332,0.0,0.028,1.0,0.455,0.999,0.443,0.996,0.303
RR,0.004,1.337,0.008,0.042,1.0,0.461,0.999,0.451,0.996,0.309
BRR,0.0,1.338,0.0,0.042,1.0,0.461,0.999,0.451,0.996,0.309
lSVR,0.376,1.372,0.557,0.08,0.955,0.451,0.904,0.44,0.835,0.299
SVR,0.235,1.339,0.288,0.061,0.944,0.47,0.976,0.453,0.942,0.311
RFR,0.525,1.402,0.107,0.046,0.991,0.378,0.984,0.377,0.942,0.257
KRR,0.002,1.414,0.004,0.072,1.0,0.388,0.999,0.432,0.996,0.294
GPR,0.0,1.517,0.0,0.001,1.0,0.084,0.999,0.398,0.998,0.268
XGB,1.321,1.502,0.21,0.009,0.979,0.191,0.956,0.192,0.9,0.148
