Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.32,0.0,0.024,1.0,0.437,1.0,0.422,1.0,0.289
RR,0.291,1.341,0.357,0.029,0.991,0.447,0.976,0.434,0.929,0.297
BRR,0.0,1.326,0.0,0.025,1.0,0.433,1.0,0.416,1.0,0.285
lSVR,0.399,1.363,0.564,0.083,0.931,0.413,0.952,0.402,0.911,0.274
SVR,0.32,1.398,0.477,0.083,0.907,0.358,0.981,0.35,0.947,0.238
RFR,0.596,1.385,0.025,0.035,0.99,0.39,0.964,0.371,0.893,0.25
KRR,0.003,1.379,0.003,0.058,1.0,0.392,1.0,0.403,1.0,0.274
GPR,0.0,1.468,0.0,0.042,1.0,0.23,1.0,0.363,1.0,0.242
XGB,1.45,1.503,0.351,0.018,0.959,0.136,0.936,0.114,0.864,0.09
