Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.381,0.0,0.065,1.0,0.377,0.999,0.355,0.996,0.243
RR,0.162,1.406,0.323,0.073,0.997,0.382,0.989,0.358,0.969,0.245
BRR,0.0,1.394,0.0,0.077,1.0,0.381,0.999,0.356,0.996,0.243
lSVR,0.335,1.411,0.558,0.084,0.941,0.373,0.914,0.358,0.862,0.243
SVR,0.316,1.462,0.524,0.127,0.957,0.346,0.933,0.322,0.871,0.219
RFR,0.551,1.446,0.052,0.018,0.991,0.274,0.975,0.236,0.933,0.158
KRR,0.004,1.421,0.003,0.072,1.0,0.346,0.999,0.324,0.996,0.221
GPR,0.0,1.517,0.0,0.001,1.0,0.057,0.999,0.324,0.998,0.218
XGB,0.749,1.512,0.524,0.042,0.986,0.157,0.983,0.162,0.956,0.118
