Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.337,0.0,0.057,1.0,0.436,1.0,0.426,1.0,0.292
RR,0.226,1.366,0.371,0.071,0.994,0.433,0.99,0.421,0.973,0.289
BRR,0.0,1.344,0.0,0.066,1.0,0.426,1.0,0.415,1.0,0.285
lSVR,0.391,1.382,0.583,0.085,0.945,0.401,0.966,0.394,0.92,0.27
SVR,0.318,1.392,0.468,0.098,0.934,0.376,0.983,0.362,0.956,0.248
RFR,0.553,1.397,0.059,0.037,0.987,0.373,0.954,0.359,0.876,0.242
KRR,0.006,1.384,0.006,0.068,1.0,0.419,1.0,0.429,1.0,0.294
GPR,0.0,1.475,0.0,0.035,1.0,0.24,1.0,0.387,1.0,0.262
XGB,0.919,1.501,0.569,0.024,0.977,0.213,0.974,0.226,0.934,0.168
