Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.344,0.0,0.07,1.0,0.421,0.999,0.399,0.998,0.274
RR,0.0,1.355,0.0,0.082,1.0,0.424,0.999,0.4,0.996,0.274
BRR,0.0,1.355,0.0,0.082,1.0,0.424,0.999,0.4,0.996,0.274
lSVR,0.287,1.392,0.575,0.089,0.953,0.406,0.919,0.391,0.871,0.266
SVR,0.344,1.438,0.509,0.141,0.961,0.39,0.938,0.366,0.889,0.25
RFR,0.55,1.389,0.06,0.022,0.99,0.393,0.978,0.371,0.924,0.252
KRR,0.004,1.389,0.002,0.079,1.0,0.371,0.999,0.369,0.996,0.251
GPR,0.0,1.518,0.0,0.001,1.0,0.052,0.999,0.356,0.998,0.238
XGB,0.75,1.508,0.524,0.038,0.987,0.162,0.984,0.165,0.958,0.12
