Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.497,0.0,0.099,1.0,0.277,0.999,0.255,0.998,0.174
RR,0.376,1.486,0.371,0.092,0.982,0.313,0.927,0.288,0.856,0.197
BRR,0.0,1.507,0.0,0.091,1.0,0.309,0.999,0.286,0.998,0.195
lSVR,0.682,1.491,0.573,0.032,0.798,0.272,0.792,0.238,0.642,0.161
SVR,0.287,1.525,0.523,0.111,0.932,0.29,0.961,0.277,0.936,0.189
RFR,0.425,1.469,0.166,0.061,0.985,0.236,0.97,0.208,0.909,0.141
KRR,0.001,1.506,0.002,0.054,1.0,0.258,0.999,0.223,0.998,0.15
GPR,0.0,1.5,0.0,0.027,1.0,0.123,1.0,0.165,1.0,0.108
XGB,0.91,1.517,0.516,0.035,0.971,0.183,0.972,0.185,0.932,0.142
