Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.364,0.0,0.042,1.0,0.395,0.999,0.384,0.996,0.262
RR,0.154,1.37,0.308,0.053,0.994,0.41,0.996,0.394,0.987,0.268
BRR,0.0,1.37,0.0,0.052,1.0,0.4,0.999,0.386,0.996,0.263
lSVR,0.958,1.449,0.628,0.087,0.874,0.408,0.828,0.391,0.689,0.264
SVR,0.784,1.453,0.517,0.11,0.894,0.387,0.953,0.372,0.888,0.252
RFR,0.514,1.462,0.086,0.046,0.991,0.277,0.977,0.29,0.924,0.197
KRR,0.002,1.424,0.004,0.066,1.0,0.348,0.999,0.365,0.996,0.248
GPR,0.0,1.517,0.0,0.001,1.0,0.053,0.999,0.36,0.998,0.242
XGB,1.125,1.517,0.554,0.025,0.983,0.163,0.958,0.18,0.907,0.134
