Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.35,0.0,0.046,1.0,0.437,1.0,0.439,1.0,0.302
RR,0.194,1.367,0.388,0.061,0.994,0.444,0.99,0.449,0.973,0.309
BRR,0.0,1.353,0.0,0.049,1.0,0.432,1.0,0.438,1.0,0.301
lSVR,0.39,1.386,0.583,0.076,0.946,0.397,0.966,0.399,0.92,0.273
SVR,0.313,1.384,0.467,0.087,0.944,0.399,0.988,0.397,0.964,0.272
RFR,0.559,1.414,0.076,0.03,0.985,0.363,0.949,0.343,0.867,0.231
KRR,0.004,1.391,0.005,0.062,1.0,0.415,1.0,0.445,1.0,0.305
GPR,0.0,1.475,0.0,0.036,1.0,0.261,1.0,0.429,1.0,0.29
XGB,1.09,1.497,0.575,0.022,0.974,0.214,0.964,0.228,0.917,0.173
