Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.489,0.0,0.087,1.0,0.264,0.999,0.242,0.998,0.164
RR,0.278,1.488,0.361,0.087,0.985,0.288,0.946,0.261,0.891,0.178
BRR,0.0,1.515,0.0,0.092,1.0,0.294,0.999,0.271,0.998,0.185
lSVR,0.728,1.498,0.614,0.027,0.773,0.248,0.775,0.21,0.633,0.142
SVR,0.379,1.531,0.505,0.09,0.902,0.248,0.947,0.232,0.9,0.158
RFR,0.446,1.481,0.138,0.052,0.98,0.207,0.97,0.17,0.918,0.115
KRR,0.001,1.499,0.002,0.054,1.0,0.267,0.999,0.234,0.998,0.158
GPR,0.0,1.498,0.0,0.029,1.0,0.129,0.999,0.18,0.998,0.119
XGB,1.036,1.509,0.334,0.004,0.97,0.149,0.97,0.172,0.925,0.133
