Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.361,0.0,0.065,1.0,0.403,0.999,0.381,0.996,0.261
RR,0.033,1.375,0.067,0.076,1.0,0.406,0.999,0.382,0.996,0.261
BRR,0.0,1.374,0.0,0.078,1.0,0.406,0.999,0.382,0.996,0.261
lSVR,0.287,1.404,0.575,0.082,0.951,0.389,0.919,0.373,0.871,0.253
SVR,0.314,1.448,0.524,0.127,0.959,0.371,0.933,0.347,0.871,0.236
RFR,0.545,1.429,0.053,0.019,0.991,0.313,0.965,0.285,0.915,0.192
KRR,0.004,1.404,0.002,0.073,1.0,0.363,0.999,0.346,0.996,0.236
GPR,0.0,1.517,0.0,0.001,1.0,0.057,0.999,0.339,0.998,0.227
XGB,0.749,1.512,0.524,0.042,0.986,0.157,0.983,0.162,0.956,0.118
