Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.318,0.0,0.046,1.0,0.46,0.999,0.448,0.996,0.308
RR,0.0,1.327,0.0,0.062,1.0,0.461,0.999,0.448,0.996,0.307
BRR,0.0,1.327,0.0,0.062,1.0,0.461,0.999,0.448,0.996,0.307
lSVR,0.423,1.366,0.529,0.089,0.952,0.456,0.882,0.444,0.791,0.304
SVR,0.131,1.334,0.262,0.077,0.984,0.458,0.989,0.441,0.969,0.303
RFR,0.49,1.386,0.072,0.029,0.99,0.386,0.979,0.374,0.933,0.254
KRR,0.003,1.384,0.003,0.065,1.0,0.428,0.999,0.445,0.996,0.304
GPR,0.0,1.489,0.0,0.056,1.0,0.144,0.999,0.413,0.996,0.278
XGB,0.916,1.527,0.539,0.032,0.985,0.184,0.971,0.193,0.934,0.142
