Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.362,0.0,0.029,1.0,0.42,1.0,0.422,1.0,0.289
RR,0.038,1.366,0.077,0.028,1.0,0.42,1.0,0.427,1.0,0.292
BRR,0.0,1.363,0.0,0.031,1.0,0.419,1.0,0.426,1.0,0.292
lSVR,0.398,1.398,0.584,0.065,0.946,0.384,0.964,0.384,0.911,0.262
SVR,0.315,1.395,0.467,0.074,0.942,0.383,0.988,0.379,0.964,0.259
RFR,0.54,1.415,0.057,0.018,0.982,0.358,0.949,0.344,0.876,0.232
KRR,0.005,1.405,0.006,0.049,1.0,0.391,1.0,0.42,1.0,0.287
GPR,0.0,1.494,0.0,0.029,1.0,0.163,1.0,0.388,1.0,0.261
XGB,1.09,1.5,0.575,0.017,0.974,0.21,0.964,0.182,0.917,0.138
