Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.326,0.0,0.023,1.0,0.429,1.0,0.413,1.0,0.282
RR,0.184,1.338,0.295,0.026,0.995,0.435,0.99,0.418,0.973,0.286
BRR,0.0,1.331,0.0,0.021,1.0,0.426,1.0,0.408,1.0,0.279
lSVR,0.4,1.368,0.563,0.08,0.931,0.407,0.952,0.395,0.911,0.269
SVR,0.32,1.405,0.478,0.077,0.906,0.345,0.981,0.336,0.947,0.228
RFR,0.603,1.403,0.027,0.024,0.986,0.357,0.978,0.334,0.929,0.224
KRR,0.003,1.384,0.003,0.053,1.0,0.383,1.0,0.394,1.0,0.267
GPR,0.0,1.469,0.0,0.041,1.0,0.224,1.0,0.357,1.0,0.238
XGB,1.45,1.503,0.351,0.018,0.959,0.136,0.936,0.114,0.864,0.09
