Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.024,0.0,0.104,1.0,0.263,0.892,0.236,0.826,0.174
RR,0.428,0.997,0.247,0.076,0.984,0.279,0.882,0.259,0.797,0.192
BRR,0.0,1.039,0.0,0.104,1.0,0.266,0.892,0.234,0.826,0.173
lSVR,0.568,1.03,0.323,0.065,0.742,0.258,0.701,0.231,0.581,0.174
SVR,0.652,1.097,0.247,0.145,0.833,0.234,0.798,0.19,0.673,0.139
RFR,0.331,1.0,0.074,0.094,0.991,0.217,0.884,0.152,0.797,0.114
KRR,0.007,0.995,0.014,0.079,1.0,0.256,0.892,0.238,0.826,0.177
GPR,0.0,1.023,0.0,0.082,1.0,0.107,0.964,0.147,0.941,0.112
XGB,0.742,1.058,0.281,0.115,0.97,-0.007,0.971,-0.046,0.939,-0.041
