Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.023,0.0,0.103,1.0,0.267,0.892,0.239,0.826,0.177
RR,0.428,0.997,0.247,0.076,0.985,0.283,0.882,0.263,0.797,0.195
BRR,0.0,1.039,0.0,0.103,1.0,0.27,0.892,0.238,0.826,0.177
lSVR,0.569,1.03,0.323,0.065,0.742,0.259,0.701,0.234,0.581,0.176
SVR,0.651,1.096,0.247,0.145,0.796,0.186,0.793,0.153,0.662,0.112
RFR,0.341,1.015,0.083,0.118,0.99,0.205,0.885,0.131,0.799,0.099
KRR,0.007,1.005,0.014,0.081,1.0,0.225,0.892,0.213,0.826,0.157
GPR,0.0,1.023,0.0,0.081,1.0,0.107,0.958,0.15,0.929,0.114
XGB,0.742,1.058,0.281,0.115,0.97,-0.007,0.971,-0.046,0.939,-0.041
