Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.983,0.0,0.082,1.0,0.214,0.892,0.144,0.826,0.107
RR,0.359,0.988,0.317,0.074,0.994,0.22,0.892,0.156,0.826,0.116
BRR,0.0,0.983,0.0,0.083,1.0,0.209,0.892,0.137,0.826,0.102
lSVR,0.633,1.057,0.259,0.052,0.936,0.178,0.861,0.105,0.758,0.078
SVR,0.656,1.085,0.243,0.162,0.848,0.205,0.853,0.154,0.745,0.113
RFR,0.325,1.03,0.126,0.113,0.991,0.115,0.887,0.065,0.808,0.047
KRR,0.004,0.991,0.006,0.076,1.0,0.204,0.892,0.096,0.826,0.071
GPR,0.0,1.062,0.0,0.003,1.0,0.023,0.947,0.056,0.92,0.04
XGB,0.675,1.066,0.264,0.091,0.985,-0.01,0.984,-0.03,0.965,-0.028
