Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.012,0.0,0.076,1.0,0.266,0.997,0.2,0.991,0.146
RR,0.295,0.964,0.319,0.044,0.984,0.364,0.982,0.292,0.947,0.215
BRR,0.0,1.012,0.0,0.047,1.0,0.324,0.997,0.262,0.991,0.193
lSVR,0.825,1.012,0.576,0.031,0.81,0.383,0.814,0.312,0.685,0.23
SVR,0.523,1.003,0.385,0.094,0.902,0.342,0.929,0.237,0.849,0.173
RFR,0.466,0.98,0.092,0.047,0.981,0.314,0.968,0.233,0.893,0.172
KRR,0.002,0.993,0.004,0.029,1.0,0.337,0.997,0.233,0.991,0.171
GPR,0.0,1.03,0.0,0.042,1.0,0.075,0.997,0.243,0.991,0.181
XGB,0.942,1.05,0.202,0.1,0.98,0.1,0.978,0.067,0.942,0.057
