Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.988,0.0,0.075,1.0,0.232,0.892,0.162,0.826,0.12
RR,0.163,0.981,0.326,0.078,0.998,0.234,0.892,0.16,0.826,0.118
BRR,0.0,0.987,0.0,0.085,1.0,0.232,0.892,0.156,0.826,0.116
lSVR,0.572,1.034,0.352,0.039,0.942,0.199,0.865,0.115,0.77,0.084
SVR,0.567,1.091,0.358,0.153,0.878,0.209,0.871,0.148,0.781,0.109
RFR,0.316,1.013,0.116,0.111,0.989,0.212,0.888,0.158,0.81,0.119
KRR,0.003,1.023,0.006,0.096,1.0,0.211,0.892,0.106,0.826,0.078
GPR,0.0,1.062,0.0,0.004,1.0,0.024,0.948,0.014,0.922,0.01
XGB,0.634,1.093,0.304,0.099,0.987,0.038,0.98,0.03,0.952,0.025
