Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.989,0.0,0.088,1.0,0.223,0.893,0.179,0.828,0.131
RR,0.394,0.985,0.275,0.067,0.987,0.248,0.852,0.205,0.783,0.15
BRR,0.0,0.992,0.0,0.081,1.0,0.226,0.892,0.175,0.826,0.128
lSVR,0.637,1.039,0.247,0.081,0.849,0.24,0.79,0.21,0.67,0.157
SVR,0.665,1.092,0.236,0.152,0.822,0.145,0.787,0.144,0.625,0.107
RFR,0.323,1.06,0.131,0.134,0.986,0.083,0.885,0.069,0.799,0.05
KRR,0.0,1.0,0.0,0.066,1.0,0.241,0.892,0.199,0.826,0.146
GPR,0.0,1.063,0.0,0.003,1.0,0.022,0.971,0.096,0.955,0.072
XGB,0.548,1.14,0.374,0.097,0.989,-0.087,0.996,-0.091,0.985,-0.083
