Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.898,0.0,0.054,1.0,0.477,0.923,0.45,0.867,0.335
RR,0.51,0.923,0.278,0.016,0.981,0.487,0.904,0.463,0.845,0.344
BRR,0.0,0.862,0.0,0.041,1.0,0.488,0.923,0.465,0.867,0.347
lSVR,0.753,1.009,0.499,0.058,0.851,0.359,0.785,0.318,0.65,0.235
SVR,0.717,0.959,0.4,0.066,0.931,0.431,0.908,0.487,0.817,0.367
RFR,0.355,0.906,0.109,0.128,0.99,0.385,0.905,0.338,0.82,0.251
KRR,0.021,0.99,0.043,0.085,0.999,0.312,0.923,0.34,0.867,0.254
GPR,0.0,1.045,0.0,0.034,1.0,0.124,0.956,0.504,0.93,0.38
XGB,0.675,1.016,0.242,0.106,0.984,0.217,0.978,0.215,0.951,0.189
