Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.95,0.0,0.07,1.0,0.393,0.923,0.326,0.867,0.243
RR,0.149,0.899,0.235,0.065,0.997,0.456,0.923,0.413,0.867,0.309
BRR,0.0,0.871,0.0,0.047,1.0,0.459,0.923,0.417,0.867,0.311
lSVR,0.791,1.033,0.437,0.021,0.804,0.129,0.714,0.072,0.586,0.053
SVR,0.717,0.962,0.401,0.066,0.932,0.409,0.868,0.46,0.769,0.348
RFR,0.331,0.898,0.087,0.076,0.993,0.384,0.918,0.33,0.85,0.246
KRR,0.024,1.0,0.047,0.071,0.999,0.296,0.923,0.256,0.867,0.191
GPR,0.0,1.053,0.0,0.019,1.0,0.11,0.956,0.494,0.93,0.371
XGB,0.676,1.017,0.243,0.106,0.989,0.188,0.987,0.172,0.964,0.151
