Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.914,0.0,0.044,1.0,0.404,0.997,0.304,0.991,0.226
RR,0.558,0.904,0.36,0.072,0.97,0.479,0.968,0.387,0.911,0.287
BRR,0.0,0.904,0.0,0.077,1.0,0.431,0.997,0.333,0.991,0.249
lSVR,0.936,0.998,0.532,0.068,0.793,0.464,0.835,0.361,0.715,0.269
SVR,0.684,0.967,0.495,0.102,0.783,0.4,0.861,0.36,0.769,0.266
RFR,0.483,1.013,0.115,0.036,0.985,0.292,0.969,0.212,0.902,0.158
KRR,0.029,0.982,0.057,0.07,1.0,0.408,0.997,0.29,0.991,0.216
GPR,0.0,1.05,0.0,0.005,1.0,0.009,0.999,0.217,0.998,0.163
XGB,0.73,1.102,0.404,0.114,0.985,0.135,0.98,0.114,0.949,0.093
