Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.944,0.0,0.076,1.0,0.433,0.925,0.429,0.871,0.317
RR,0.351,0.941,0.257,0.088,0.978,0.434,0.889,0.426,0.814,0.316
BRR,0.0,0.931,0.0,0.098,1.0,0.437,0.923,0.433,0.867,0.321
lSVR,0.827,1.054,0.479,0.03,0.735,0.255,0.684,0.256,0.558,0.187
SVR,0.733,1.0,0.372,0.108,0.872,0.402,0.84,0.427,0.722,0.322
RFR,0.355,0.903,0.099,0.105,0.989,0.433,0.913,0.431,0.839,0.323
KRR,0.0,1.016,0.0,0.032,1.0,0.318,0.923,0.393,0.867,0.291
GPR,0.0,1.062,0.0,0.002,1.0,0.049,0.975,0.394,0.956,0.295
XGB,0.675,1.017,0.242,0.106,0.984,0.157,0.988,0.143,0.964,0.125
