Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.897,0.0,0.062,1.0,0.453,0.924,0.401,0.869,0.299
RR,0.368,0.938,0.306,0.046,0.99,0.462,0.923,0.424,0.867,0.317
BRR,0.0,0.866,0.0,0.044,1.0,0.468,0.923,0.43,0.867,0.321
lSVR,0.791,1.031,0.437,0.023,0.808,0.161,0.702,0.096,0.576,0.07
SVR,0.717,0.959,0.401,0.066,0.931,0.417,0.868,0.468,0.769,0.354
RFR,0.362,0.903,0.104,0.079,0.989,0.39,0.906,0.355,0.82,0.265
KRR,0.023,1.001,0.047,0.072,0.999,0.317,0.923,0.305,0.867,0.226
GPR,0.0,1.049,0.0,0.027,1.0,0.115,0.946,0.495,0.916,0.372
XGB,0.676,1.018,0.243,0.106,0.984,0.181,0.97,0.183,0.938,0.16
