Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.948,0.0,0.083,1.0,0.418,0.924,0.416,0.871,0.309
RR,0.207,0.954,0.255,0.085,0.985,0.412,0.892,0.412,0.825,0.305
BRR,0.0,0.937,0.0,0.102,1.0,0.419,0.923,0.417,0.867,0.309
lSVR,0.83,1.059,0.478,0.027,0.733,0.208,0.669,0.207,0.547,0.15
SVR,0.717,1.006,0.401,0.118,0.893,0.378,0.861,0.395,0.744,0.296
RFR,0.336,0.893,0.088,0.063,0.991,0.413,0.913,0.409,0.839,0.307
KRR,0.0,1.024,0.0,0.029,1.0,0.309,0.923,0.375,0.867,0.278
GPR,0.0,1.062,0.0,0.002,1.0,0.048,0.976,0.386,0.958,0.289
XGB,0.675,1.017,0.242,0.106,0.984,0.157,0.988,0.143,0.964,0.125
